"miembros","MOVILIDAD","DECOMISO","SECUESTRO","GENERO","EDADES","FALLECIDOS","OCUPA","TIENE_OS","COND_OCUP","CANT_BANCOS","MONTO_BANCOS","CALIF_BCRA","CompromisosMensuales","NSE_AGRUP"
"1","Motocicleta(s)","Peces",NA,"Masculino","35 - 48 años",NA,"Construcción","Si","Relacion de Dependencia","1",30,"5",28,"$73.334$143.107"
"3","Camion(es)/Maquin(as)",NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia","2",13,"5",3,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,"2",27,"2",68,"$23.153/$36.166"
"2",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,"Reparación/Mant.","No",NA,"1",57,"5",60,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,"Agropecuario","Si","Relacion de Dependencia","1",25,"5",24,"$23.153/$36.166"
"2","Automoviles",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,"Servicios varios","No",NA,"2",30,"5",26,"<=$23.152"
"1",NA,"Madera(s)",NA,"Masculino","49 - 62 años",NA,NA,"Si","Relacion de Dependencia","3",109,"5",161,"$73.334$143.107"
"1",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,"3",34,"5",31,"$23.153/$36.166"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","49 - 62 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,"1",11,"5",12,"<=$23.152"
"5",NA,NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$51.235/$73.333"
"5",NA,NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$51.235/$73.333"
"3","Lancha(s)",NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,"3",88,"5",132,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,"1",4,"5",5,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia","1",14,"5",15,"<=$23.152"
"3","Canoa(s)",NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,"1",4,"5",7,"$23.153/$36.166"
"3","Canoa(s)",NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia","1",25,"5",24,"$23.153/$36.166"
"3","Canoa(s)",NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,"1",60,"5",62,"<=$23.152"
"1","Canoa(s)","Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,"1",16,"5",16,"$23.153/$36.166"
"1",NA,"Mamifero(s), Ave(s), y Otro(s)",NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,6,"$36.167/$51.234"
"2","Canoa(s)",NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,"1",22,"4",22,"<=$23.152"
"1",NA,NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,"1",56,"4",NA,"$23.153/$36.166"
"2","Canoa(s)",NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,"2",48,"5",52,"$51.235/$73.333"
"2",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Canoa(s)",NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia","1",14,"5",15,"<=$23.152"
"5",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)",NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,"2",37,"5",75,"<=$23.152"
"4",NA,"Mamifero(s), Ave(s), y Otro(s)","Equip.de pesca","Masculino","63 + años",NA,NA,"Si","Relacion de Dependencia","1",3,"5",6,"$23.153/$36.166"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego","Masculino","49 - 62 años",NA,NA,"No",NA,"1",3,"5",6,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,"1",10,"5",11,"<=$23.152"
"4",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,"1",4,"5",NA,"<=$23.152"
"4",NA,NA,"Equip.de pesca","Masculino","49 - 62 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,NA,"Equip.de pesca","Masculino","49 - 62 años",NA,"Servicios varios","No",NA,"1",8,"5",9,"<=$23.152"
"2","Canoa(s)","Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia","3",36,"5",32,"<=$23.152"
"4",NA,"Mamifero(s)","Arma(s) blancas y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años","Si","Forestal","No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","49 - 62 años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Masculino","49 - 62 años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","49 - 62 años","Si","Servicios varios","No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Masculino","63 + años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,"Equip.de pesca","Masculino","49 - 62 años","Si","Agropecuario","No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) blancas y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"2",NA,"Mamifero(s)","Arma(s) de fuego y Otros","Masculino",NA,"Si","Construcción","No",NA,NA,NA,NA,NA,NA
"1",NA,NA,NA,"Masculino","63 + años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"2",NA,NA,"Arma(s) de fuego","Masculino","49 - 62 años","Si","Servicios varios","No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","49 - 62 años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"1","Automoviles","Mamifero(s)",NA,"Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años","Si","Agropecuario","No",NA,NA,NA,NA,NA,NA
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"2","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego","Masculino",NA,"Si",NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)",NA,"Masculino",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"3","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"2","Lancha(s)","Peces",NA,"Masculino","63 + años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"2","Automoviles","Mamifero(s)","Arma(s) de fuego","Masculino","21 - 34 años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"2",NA,NA,"Arma(s) de fuego","Masculino",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"1","Lancha(s)","Mamifero(s)","Equip.de pesca y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"2","Canoa(s)",NA,"Equip.de pesca","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s)","Arma(s) de fuego","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"2",NA,"Peces",NA,"Masculino","63 + años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"3",NA,NA,"Equip.de pesca y Otros","Masculino","35 - 48 años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"3",NA,NA,"Equip.de pesca y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s), Ave(s), y Otro(s)","Equip.de pesca","Masculino",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,"Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"2","Lancha(s)",NA,"Arma(s) de fuego y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","<= 20 años",NA,NA,"No",NA,NA,NA,NA,NA,NA
"3",NA,"Peces","Equip.de pesca","Masculino","63 + años","Si","Agropecuario","No",NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","<= 20 años","Si",NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s), Ave(s), y Otro(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Ornamentales(s) y Otro(s)","Arma(s) blancas y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,"Equip.de pesca y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Peces","Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Peces","Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)","Mamifero(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Camion(es)/Maquin(as)","Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)","Peces","Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Caballo(s)/Bicicleta(s)",NA,"Arma(s) blancas y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,"Mamifero(s)","Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,"Equip.de pesca y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)","Arma(s) blancas y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s)","Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)","Peces","Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)","Peces","Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Caballo(s)/Bicicleta(s)","Mamifero(s), Ave(s), y Otro(s)","Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Automoviles",NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Camion(es)/Maquin(as)","Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Camion(es)/Maquin(as)","Ornamentales(s) y Otro(s)",NA,"Sin datos",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) blancas y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)","Peces","Equip.de pesca y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Mamifero(s)","Arma(s) blancas y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)",NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)","Arma(s) blancas y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Canoa(s)","Mamifero(s), Ave(s), y Otro(s)","Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,"Madera(s)",NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,NA,"Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Motocicleta(s)","Mamifero(s)","Arma(s) blancas y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Camioneta(s)","Mamifero(s)","Arma(s) de fuego y Otros","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","Lancha(s)","Peces","Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Equip.de pesca","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",NA,NA,"Arma(s) de fuego","Sin datos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
